Variable Name,,,,Fiscal income  | equal-split adults | Average | Adults | constant 2015 local currency,Net personal wealth | equal-split adults | Average | Adults | constant 2015 local currency,Pre-tax national income  | equal-split adults | Average | Adults | constant 2015 local currency,Fiscal income  | equal-split adults | Beta coefficient | Adults | constant 2015 local currency,Net personal wealth | equal-split adults | Beta coefficient | Adults | constant 2015 local currency,Pre-tax national income  | equal-split adults | Beta coefficient | Adults | constant 2015 local currency,Fiscal income  | equal-split adults | Share | Adults | share of total (ratio),Net personal wealth | equal-split adults | Share | Adults | share of total (ratio),Pre-tax national income  | equal-split adults | Share | Adults | share of total (ratio),Fiscal income  | equal-split adults | Threshold | Adults | constant 2015 local currency,Net personal wealth | equal-split adults | Threshold | Adults | constant 2015 local currency,Pre-tax national income  | equal-split adults | Threshold | Adults | constant 2015 local currency
,CN,1983,p95p96,12154.3548489,34358.682541,18549.7867893,,,,0.0232046358,0.0271040145,0.0236015115,11700.9335938,32555.5429688,17928.0039062
,CN,1983,p96p97,13172.7627498,39025.2515753,20099.9853864,,,,0.0251489412,0.0307852607,0.0255738813,12646.8251953,36384.4492188,19237.0429688
,CN,1983,p97p98,14501.1988571,46496.4140611,22289.5186538,,,,0.0276851412,0.0366789252,0.0283596981,13771.1992188,42096.1289062,21073.9199219
,CN,1983,p98p99,16303.3020712,61528.1947533,25626.7692512,,,,0.0311256479,0.0485368185,0.0326057933,15265.7314453,51947.6953125,23634.4121094
,CN,1983,p1p100,5284.46577419,12828.3296422,7937.49305634,4.69452285767,571.011657715,28.0061950684,0.9988013506,1.0018495321,0.99981457,1125.66625977,22.4659690857,283.419189453
,CN,1983,p2p100,5325.43802656,12958.2047943,8014.26665282,3.80040860176,72.5635986328,14.7686481476,0.996378243,1.0017702579,0.9992882609,1401.28039551,178.577209473,542.654052734
,CN,1983,p3p100,5364.92599999,13089.1488654,8089.98869896,3.47275924683,39.108455658,10.168261528,0.9935238361,1.0015676022,0.998436749,1544.85974121,334.688446045,795.611755371
,CN,1983,p4p100,5404.35144612,13221.194608,8164.66812722,3.34192061424,26.9380664825,7.80760574341,0.9905072451,1.0012420416,0.9972652197,1617.1394043,490.799682617,1045.73266602
,CN,1983,p5p100,5443.56400169,13354.3777519,8238.2915389,3.12780761719,20.6433010101,6.36365413666,0.9873014688,1.0007933378,0.9957760572,1740.37683105,646.910949707,1294.58508301
,CN,1983,p6p100,5482.36516734,13488.7330345,8310.83759532,2.96884846687,16.797460556,5.38660907745,0.9838721156,1.0002214909,0.9939706326,1846.63012695,803.022155762,1542.86999512
,CN,1983,p7p100,5520.98817981,13624.2991632,8382.28148406,2.85863256454,14.2048006058,4.68258047104,0.9802629948,0.9995265007,0.9918502569,1931.33886719,959.133422852,1790.09875488
,CN,1983,p8p100,5559.64791467,13761.1158378,8452.59293396,2.78833031654,12.3391008377,4.14941930771,0.9765128493,0.9987081885,0.9894154668,1993.89855957,1115.24462891,2037.05432129
,CN,1983,p9p100,5598.55378873,13899.2237507,8521.73820014,2.74132490158,10.932598114,3.73100376129,0.972657799721,0.997766852379,0.986666798592,2042.28027344,1271.35595703,2284.03369141
,CN,1983,p10p100,5637.84177406,14038.6655793,8589.68651519,2.7044095993,9.83466815948,3.39558839798,0.968719899654,0.996702313423,0.983605027199,2084.68481445,1427.46716309,2529.66064453
,CN,1983,p11p100,5677.49102821,14179.487971,8656.39917174,2.65960383415,8.95408058167,3.11917066574,0.964693367481,0.99551486969,0.98023045063,2134.71313477,1583.57836914,2775.22460938
,CN,1983,p12p100,5717.44497888,14321.735588,8721.83646992,2.61217975616,8.2323513031,2.88737750053,0.9605666399,0.9942038655,0.9765433073,2188.76391602,1739.6895752,3020.67749023
,CN,1983,p13p100,5757.68377613,14465.2406985,8785.95771736,2.56494426727,7.47441959381,2.6903860569,0.9563346505,0.9927549362,0.9725440145,2244.75976562,1935.29956055,3265.68652344
,CN,1983,p14p100,5798.20245747,14609.7928931,8848.71725921,2.51938939095,6.85172510147,2.52004122734,0.9519948959,0.9911506772,0.9682325721,2301.43164062,2132.27954102,3511.33837891
,CN,1983,p15p100,5839.00797038,14755.4279017,8910.07043311,2.47624945641,6.33481502533,2.3719804287,0.9475471377,0.9893909693,0.9636092782,2358.00463867,2329.25952148,3756.38427734
,CN,1983,p16p100,5880.11768356,14902.1864166,8970.23261086,2.43663716316,5.89895963669,2.28046154976,0.94299227,0.9874758124,0.9587025642,2413.21020508,2526.23974609,3933.51635742
,CN,1983,p17p100,5921.56385315,15050.1071453,9030.25782406,2.40022468567,5.52658557892,2.23645853996,0.9383337498,0.9854052663,0.9536283612,2467.08740234,2723.21972656,4037.74902344
,CN,1983,p18p100,5963.36285535,15199.2337576,9090.62644115,2.36533951759,5.20486116409,2.20646739006,0.9335722327,0.9831793308,0.9484372139,2521.14453125,2920.19970703,4119.99121094
,CN,1983,p19p100,6005.52560762,15349.6109158,9151.54291646,2.33215403557,4.92419815063,2.18314743042,0.9287074208,0.9807980657,0.9431488514,2575.09814453,3117.1796875,4191.90332031
,CN,1983,p20p100,6048.07295239,15501.2852673,9213.11046967,2.30117583275,4.67728948593,2.16279816628,0.9237402081,0.9782613516,0.9377717972,2628.25317383,3314.15991211,4259.81054688
,CN,1983,p21p100,6091.03069459,15654.306437,9275.39162806,2.27267885208,4.45846843719,2.14425563812,0.9186725616,0.975569129,0.932309866,2680.1105957,3511.13989258,4325.69287109
,CN,1983,p22p100,6134.43654908,15808.7250422,9338.43502399,2.24666070938,4.26411294937,2.12739086151,0.9135075212,0.9727216363,0.9267649651,2730.46875,3707.38891602,4389.61865234
,CN,1983,p23p100,6178.32674201,15964.9043366,9402.29921476,2.22324538231,4.13770055771,2.11184835434,0.9082479477,0.9697374701,0.9211401939,2778.9675293,3858.39990234,4452.16601562
,CN,1983,p24p100,6222.74792072,16123.2075742,9467.02191525,2.20226716995,4.02134084702,2.09700751305,0.9028978944,0.9666343331,0.915435791,2825.60986328,4009.41064453,4514.5390625
,CN,1983,p25p100,6267.73531884,16283.7181246,9532.63984785,2.18265295029,3.91395878792,2.08282852173,0.8974592686,0.963411808,0.9096522331,2871.61328125,4160.42138672,4576.77636719
,CN,1983,p26p100,6313.32317753,16446.5263051,9599.19271242,2.16449260712,3.81463193893,2.06939530373,0.8919336796,0.960070312,0.9037895799,2916.76831055,4311.43212891,4638.64599609
,CN,1983,p27p100,6359.54970789,16611.7254104,9666.72318632,2.14811205864,3.72256326675,2.05654788017,0.8863230944,0.9566097856,0.8978484869,2960.52978516,4462.44287109,4700.4609375
,CN,1983,p28p100,6406.46006854,16779.416675,9735.27096943,2.13277649879,3.63706207275,2.04432678223,0.8806299567,0.9530299902,0.8918287158,3003.81225586,4613.45361328,4762.09130859
,CN,1983,p29p100,6454.07708691,16949.8779983,9804.8817166,2.11804485321,3.55756211281,2.03263759613,0.8748534918,0.9493405819,0.885730505,3047.1862793,4764.46435547,4823.72363281
,CN,1983,p30p100,6502.43897411,17122.7034488,9875.60108268,2.10405111313,3.4834280014,2.02146911621,0.8689947724,0.94551301,0.8795539737,3090.43774414,4915.47509766,4885.35839844
,CN,1983,p31p100,6551.52935395,17298.5262397,9947.47770002,2.0863571167,3.41430473328,2.01090335846,0.8630473614,0.9415758848,0.8732990623,3140.17626953,5066.48583984,4946.77050781
,CN,1983,p32p100,6601.32242152,17477.298731,10020.5621859,2.06865739822,3.34974789619,2.00067448616,0.8570036888,0.9375196099,0.8669656515,3191.11425781,5217.49658203,5008.59179688
,CN,1983,p33p100,6651.838523,17659.1539173,10094.9071428,2.05146718025,3.2893974781,1.99103343487,0.8508623838,0.9333441854,0.8605538011,3242.47875977,5368.50732422,5070.18457031
,CN,1983,p34p100,6703.10892204,17844.2307482,10170.5731129,2.03526735306,3.2323539257,1.98184764385,0.8446232677,0.9290495515,0.8540637493,3293.47827148,5520.50634766,5131.86425781
,CN,1983,p35p100,6755.17828099,18032.5411337,10247.6186535,2.0204012394,3.17043638229,1.97323286533,0.8382875323,0.9246287942,0.8474951982,3343.48339844,5687.71582031,5193.31445312
,CN,1983,p36p100,6808.10317217,18224.1227885,10326.1092694,2.00696516037,3.11261439323,1.96491992474,0.8318575025,0.9200760722,0.8408482075,3392.23803711,5854.92480469,5255.23144531
,CN,1983,p37p100,6861.9411604,18419.1325273,10406.1114579,1.99457573891,3.05857253075,1.95716607571,0.8253352046,0.9153914452,0.8341226578,3440.30102539,6022.13378906,5316.92822266
,CN,1983,p38p100,6916.74187051,18617.7351044,10487.6986638,1.98283100128,3.00803112984,1.94993662834,0.8187212944,0.9105748534,0.8273186088,3488.31640625,6189.34277344,5378.48193359
,CN,1983,p39p100,6972.54946861,18820.1091693,10570.9492943,1.97140073776,2.96074199677,1.94310283661,0.8120154142,0.9056264758,0.8204360604,3536.8503418,6356.55175781,5440.24169922
,CN,1983,p40p100,7029.40018084,19026.4413114,10655.9437417,1.96001422405,2.91648340225,1.93664431572,0.8052158952,0.9005460739,0.8134747744,3586.40258789,6523.76123047,5502.27197266
,CN,1983,p41p100,7087.32725583,19236.9340001,10742.7703382,1.94870150089,2.87505888939,1.93072223663,0.7983205914,0.8953338265,0.806434691,3636.94873047,6690.97021484,5564.12011719
,CN,1983,p42p100,7146.37436344,19451.8016145,10831.5233709,1.93751263618,2.83629250526,1.92517614365,0.7913281322,0.8899896145,0.7993158698,3688.42724609,6858.17919922,5626.25048828
,CN,1983,p43p100,7206.57574482,19671.2763991,10922.301097,1.92603302002,2.80002689362,1.92009043694,0.7842357755,0.8845136166,0.7921180725,3741.66772461,7025.38818359,5688.43066406
,CN,1983,p44p100,7267.96365611,19895.6025079,11015.2077288,1.91446590424,2.76612210274,1.91545975208,0.777040422,0.878905654,0.7848409414,3796.34008789,7192.59765625,5750.68603516
,CN,1983,p45p100,7330.57581218,20125.0459302,11110.3534333,1.90282726288,2.73445296288,1.91095924377,0.7697392702,0.8731657267,0.7774839997,3852.46508789,7359.80664062,5814.01904297
,CN,1983,p46p100,7394.45290541,20357.2266587,11207.8463927,1.89104104042,2.57178616524,1.90682959557,0.76232934,0.8671804667,0.7700462937,3910.25512695,7915.59863281,5877.73876953
,CN,1983,p47p100,7459.63364317,20586.8070455,11307.8017367,1.87912523746,2.44334459305,1.90271902084,0.7548074722,0.8607201576,0.7625265121,3969.73730469,8425.66699219,5942.96972656
,CN,1983,p48p100,7526.16814655,20817.4017641,11410.3266548,1.86739850044,2.38250732422,1.8985016346,0.7471712232,0.8539393544,0.7549224496,4030.2956543,8737.60253906,6010.17480469
,CN,1983,p49p100,7594.10951412,21052.4170633,11515.5233743,1.85573744774,2.36380553246,1.89374697208,0.7394177318,0.8469724059,0.7472308278,4092.23266602,8906.15429688,6080.81396484
,CN,1983,p50p100,7663.54310061,21294.4751198,11623.5000772,1.84563541412,2.37105035782,1.88898408413,0.7315473557,0.8399125338,0.7394483089,4152.25195312,8981.03027344,6153.30761719
,CN,1983,p51p100,7734.59147938,21545.4755723,11734.3361635,1.83619999886,2.39279603958,1.88247489929,0.7235628366,0.832816422,0.7315693498,4212.28173828,9004.30957031,6233.46240234
,CN,1983,p52p100,7807.34050139,21806.7027117,11848.0643853,1.82723021507,2.42096948624,1.8753118515,0.7154630423,0.8257115483,0.7235850096,4272.7734375,9007.42578125,6317.91699219
,CN,1983,p53p100,7881.8993413,22079.0279502,11964.8097974,1.81862604618,2.45120024681,1.86803710461,0.7072477341,0.818606019,0.7154916525,4333.98583984,9007.43554688,6405.01708984
,CN,1983,p54p100,7958.33797011,22363.1916904,12084.6815744,1.80950975418,2.4827477932,1.85995721817,0.6989129186,0.8115004301,0.7072842121,4398.06298828,9007.43554688,6497.29003906
,CN,1983,p55p100,8036.762585,22659.9859446,12207.7958384,1.8018130064,2.51569771767,1.85179853439,0.690456748,0.8043949008,0.6989573836,4460.37548828,9007.43554688,6592.39941406
,CN,1983,p56p100,8117.31114302,22970.2722002,12334.3004714,1.7935603857,2.55014562607,1.84334337711,0.68187958,0.7972893119,0.6905070543,4525.80859375,9007.43554688,6691.265625
,CN,1983,p57p100,8200.03624649,23294.9893591,12464.3503029,1.78471338749,2.5861954689,1.83469891548,0.6731736064,0.7901837826,0.6819288135,4594.59570312,9007.43554688,6793.67626953
,CN,1983,p58p100,8285.02771637,23635.169618,12598.1210049,1.77543926239,2.62396216393,1.82607233524,0.6643334031,0.78306669,0.6732183695,4666.46630859,9007.43554688,6899.02636719
,CN,1983,p59p100,8372.38033611,23991.3786999,12735.7981742,1.76588094234,2.65299940109,1.81722724438,0.6553535461,0.7759544253,0.6643714309,4741.19189453,9043.11523438,7008.36865234
,CN,1983,p60p100,8462.19236289,24363.0488968,12877.5882503,1.75599038601,2.63731741905,1.80847930908,0.6462278962,0.7687563896,0.6553834081,4819.04248047,9237.81445312,7120.67236328
,CN,1983,p61p100,8554.57594884,24746.2538914,13023.7115673,1.74578642845,2.56930661201,1.79944384098,0.6369508505,0.7613269687,0.6462495923,4900.12744141,9631.49121094,7237.63134766
,CN,1983,p62p100,8649.6472161,25136.851002,13174.4063245,1.73534476757,2.46483421326,1.79050397873,0.6275160313,0.7535144687,0.6369650364,4984.39697266,10198.1914062,7357.93212891
,CN,1983,p63p100,8747.54213671,25532.0473428,13329.938511,1.72509849072,2.35828256607,1.78149545193,0.6179176569,0.7452200055,0.6275246143,5070.74951172,10826.5429688,7482.44335938
,CN,1983,p64p100,8848.49990241,25933.2165292,13490.5890035,1.7170497179,2.2906563282,1.7724186182,0.6081559658,0.7364715934,0.6179229617,5153.31591797,11321.3037109,7611.40087891
,CN,1983,p65p100,8952.94827931,26345.2217955,13656.6754008,1.7107950449,2.25390648842,1.76331865788,0.5982420444,0.7273895144,0.6081545353,5233.20898438,11688.6933594,7744.87109375
,CN,1983,p66p100,9061.02720946,26771.9517442,13828.5321745,1.70024967194,2.2361600399,1.75421869755,0.5881649852,0.718052268,0.5982130766,5329.23339844,11972.2880859,7883.01513672
,CN,1983,p67p100,9172.45085378,27216.9079039,14006.5354809,1.68564343452,2.23150610924,1.74496746063,0.5778859854,0.7085162997,0.5880924463,5441.51318359,12196.6542969,8026.81738281
,CN,1983,p68p100,9287.11599261,27683.2563393,14191.1001834,1.66707992554,2.23478889465,1.73586595058,0.5673795342,0.698818326,0.5777859092,5570.88818359,12387.4150391,8175.22802734
,CN,1983,p69p100,9404.72983939,28173.7323716,14382.6709208,1.64649069309,2.24126577377,1.72646725178,0.5566098094,0.6889746189,0.5672861338,5711.98486328,12570.4560547,8330.69433594
,CN,1983,p70p100,9525.51471341,28690.5849986,14581.7558514,1.6282709837,2.24658083916,1.7171933651,0.5455725789,0.6789812446,0.5565856099,5850.07958984,12770.7773438,8491.62109375
,CN,1983,p71p100,9649.93510316,29235.5471195,14788.9117658,1.61351120472,2.24701857567,1.70800983906,0.5342754722,0.6688155532,0.5456763506,5980.70556641,13010.8173828,8658.56347656
,CN,1983,p72p100,9778.808826,29809.8831754,15004.7688996,1.6026263237,2.23999762535,1.69873178005,0.5227413177,0.6584388018,0.5345498919,6101.73974609,13307.9970703,8832.92382812
,CN,1983,p73p100,9912.95369927,30414.5459631,15230.0180304,1.59695696831,2.2247235775,1.68953001499,0.510986805,0.6478018761,0.5231968164,6207.40185547,13671.1572266,9014.3515625
,CN,1983,p74p100,10053.3364149,31050.5319494,15465.4551408,1.58954024315,2.20287680626,1.68025815487,0.499029696,0.6368534565,0.5116075873,6324.68212891,14095.4462891,9204.21386719
,CN,1983,p75p100,10199.8785655,31719.5879287,15711.9784403,1.58003389835,2.1792845726,1.67109632492,0.4868305624,0.6255537868,0.4997718632,6455.48095703,14555.046875,9402.19824219
,CN,1983,p76p100,10353.119077,32425.4298089,15970.5982907,1.57120573521,2.16247010231,1.66197216511,0.4743788242,0.613894999,0.4876782,6589.28271484,14994.6259766,9609.42578125
,CN,1983,p77p100,10513.8033143,33174.7112885,16242.4679731,1.5631608963,2.15657353401,1.65285146236,0.4616687894,0.6019107699,0.4753141701,6725.98925781,15383.0654297,9826.9375
,CN,1983,p78p100,10682.7887948,33975.0071029,16528.9402608,1.55526649952,2.15666937828,1.64388668537,0.4486939013,0.5896297693,0.4626670778,6868.78320312,15753.4609375,10054.7929688
,CN,1983,p79p100,10860.8030186,34833.5604938,16831.5684112,1.54692745209,2.15771245956,1.63495147228,0.4354357421,0.5770511031,0.4497226775,7020.88720703,16143.7460938,10294.8427734
,CN,1983,p80p100,11048.8801673,35757.2216739,17152.1686934,1.53891456127,2.15554881096,1.62625443935,0.421882093,0.5641452074,0.4364655316,7179.65820312,16588.453125,10547.0390625
,CN,1983,p81p100,11248.1367998,36752.6999215,17492.8789456,1.53097617626,2.14774894714,1.61780869961,0.4080158472,0.5508583784,0.4228787124,7347.03564453,17112.1953125,10812.6992188
,CN,1983,p82p100,11460.1301436,37827.3397129,17856.2340044,1.52413713932,2.13488912582,1.60949826241,0.3938264549,0.537125051,0.4089434743,7519.09375,17718.6445312,11094.2861328
,CN,1983,p83p100,11686.6675353,38991.034256,18245.2987,1.51790821552,2.1222846508,1.60149943829,0.3792996407,0.5228905678,0.3946397305,7699.19238281,18372.1992188,11392.6347656
,CN,1983,p84p100,11930.2322018,40260.108138,18663.7790154,1.51389276981,2.12014985085,1.59380114079,0.3644279838,0.5081501007,0.3799447715,7880.5,18989.2753906,11710.2304688
,CN,1983,p85p100,12193.8254536,41658.3773119,19116.3118955,1.51044440269,2.12684369087,1.58668410778,0.3491998613,0.4929361939,0.3648348153,8073.00537109,19586.9472656,12047.9628906
,CN,1983,p86p100,12481.150296,43211.8531333,19608.4394425,1.50912046432,2.13397479057,1.58019506931,0.3335995674,0.4772303402,0.349278599,8270.47949219,20249.4667969,12408.8730469
,CN,1983,p87p100,12797.0878283,44948.8177907,20147.363213,1.5090419054,2.13677144051,1.57431590557,0.3176123202,0.4609552324,0.3332441151,8480.2734375,21035.8574219,12797.5351562
,CN,1983,p88p100,13147.7488532,46904.7351794,20742.4940616,1.51135206223,2.13894701004,1.569216609,0.3012142181,0.4440123737,0.3166964054,8699.32910156,21928.890625,13218.375
,CN,1983,p89p100,13541.7750403,49136.1299764,21405.9841188,1.51595127583,2.15825557709,1.56526827812,0.2843878865,0.426374048,0.2995910347,8932.85644531,22766.5957031,13675.6005859
,CN,1983,p91p100,14508.0689199,54812.9098806,23010.3492205,1.53125047684,2.2336332798,1.56179964542,0.2492843121,0.3891548812,0.2634915113,9474.65429688,24539.796875,14733.2275391
,CN,1983,p92p100,15113.3946954,58516.5148621,24006.7584301,1.5310561657,2.25961995125,1.56320023537,0.2308313847,0.3692883253,0.2443567961,9871.22167969,25896.6171875,15357.4423828
,CN,1983,p93p100,15828.4419833,63057.9221115,25192.6789463,1.52770733833,2.28338980675,1.56769227982,0.2115334421,0.3482048512,0.2243743986,10360.9121094,27615.9238281,16069.9130859
,CN,1983,p94p100,16693.4644683,68793.0092171,26645.3151091,1.52571237087,2.3112347126,1.57592058182,0.1912231892,0.3256061971,0.2034103423,10941.4228516,29764.6152344,16907.7773438
,CN,1983,p95p100,17769.1027114,76332.8008708,28494.5648981,1.51860558987,2.34469437599,1.58938860893,0.169620499,0.3010775149,0.1812729388,11700.9335938,32555.5429688,17928.0039062
,CN,1983,p96p100,19172.7889327,86826.3344232,30980.7614103,1.51601600647,2.38635826111,1.61047422886,0.1464158595,0.2739735246,0.1576714218,12646.8251953,36384.4492188,19237.0429688
,CN,1983,p97p100,21172.7969987,102760.028706,34607.6841049,1.53746938705,2.4410803318,1.64220440388,0.1212669164,0.2431882471,0.1320975274,13771.1992188,42096.1289062,21073.9199219
,CN,1983,p98p100,24508.5965657,130891.834043,40766.769808,1.6054649353,2.51968502998,1.7248903513,0.0935817733,0.2065093219,0.1037378386,15265.7314453,51947.6953125,23634.4121094
,CN,1983,p0p90,4265.44252526,8336.89063599,6271.26562992,,,,0.732907950878,0.591893732548,0.718122661114,4.43994665146,-5480.63769531,0
,CN,1983,p0p99,4960.36445955,10781.8667716,7374.25013706,,,,0.937543928623,0.842027485371,0.928867936134,4.43994665146,-5480.63769531,0
,CN,1983,p99.1p100,34348.1938349,213884.296297,58918.0314224,1.8841984272,2.67636799812,2.01508975029,0.0590186454,0.1518513113,0.0674670413,18229.6054688,79915.875,29238.4140625
,CN,1983,p99.1p99.2,18462.790476,82531.8325845,29717.8152034,,,,0.0035248462,0.0065105641,0.0037810968,18229.6054688,79915.875,29238.4140625
,CN,1983,p99.2p100,36333.8702473,230303.353268,62568.0574572,1.94304835796,2.69930553436,2.07098817825,0.0554938018,0.1453407407,0.0636859387,18699.4160156,85319.484375,30211.6933594
,CN,1983,p99.2p99.3,18935.9335444,88511.8798071,30770.7014503,,,,0.003615177,0.0069823028,0.0039150589,18699.4160156,85319.484375,30211.6933594
,CN,1983,p99.3p100,38819.292612,250559.27578,67110.5366032,2.02470254898,2.72514438629,2.13862514496,0.0518786274,0.138358444,0.0597708821,19172.8378906,91943.484375,31380.2246094
,CN,1983,p99.3p99.4,19549.4553584,95952.5488216,32066.3385163,,,,0.0037323083,0.0075692637,0.0040799072,19172.8378906,91943.484375,31380.2246094
,CN,1983,p99.4p100,42030.9288459,276327.049049,72951.2372769,2.10815048218,2.75469136238,2.22044467926,0.0481463186,0.1307891756,0.0556909777,19937.3476562,100311.4375,32854.3359375
,CN,1983,p99.4p99.5,20414.8410972,105542.14806,33813.0078073,,,,0.0038975244,0.0083257444,0.0043021417,19937.3476562,100311.4375,32854.3359375
